Importing plotly failed. Interactive plots will not work.
[PIPE] Frecuencia efectiva para el modelado: MS

[DEBUG-ZEROS] ---- Diagnóstico por combinación (post-resample) ----
  • 7.50E+12 | default | DISTRIBUIDORES -> n=39, %ceros=100.00%, pasa_filtro=False
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.27it/s]100%|██████████| 2/2 [00:00<00:00,  2.41it/s]100%|██████████| 2/2 [00:00<00:00,  2.51it/s]
[I 2025-09-23 18:24:26,630] Trial 1 finished with value: 1335.8441597187004 and parameters: {'changepoint_prior_scale': 0.2969700469018465, 'seasonality_prior_scale': 0.015907324509639553, 'n_changepoints': 20}. Best is trial 1 with value: 1335.8441597187004.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.76it/s]100%|██████████| 2/2 [00:00<00:00,  4.47it/s]100%|██████████| 2/2 [00:00<00:00,  4.51it/s]
[I 2025-09-23 18:24:28,782] Trial 2 finished with value: 2295.959286243499 and parameters: {'changepoint_prior_scale': 0.0016089424927291044, 'seasonality_prior_scale': 0.018491754986708107, 'n_changepoints': 35}. Best is trial 1 with value: 1335.8441597187004.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.14it/s]100%|██████████| 2/2 [00:00<00:00,  2.28it/s]100%|██████████| 2/2 [00:00<00:00,  2.38it/s]
[PIPE] Rendimiento CREMA DESLACTOSADA 200ML-default-MAYOREO:
  horizon           mse          rmse           mae  mdape  smape  coverage
0 24 days  3.429168e+08  18518.013295  18518.013295    inf    2.0       0.0
1 27 days  2.540373e+05    504.021140    504.021140    inf    2.0       1.0
2 55 days  7.564035e+03     86.971458     86.971458    inf    2.0       1.0
3 58 days  7.257481e+04    269.397126    269.397126    inf    2.0       1.0
4 84 days  4.088096e+04    202.190394    202.190394    inf    2.0       1.0
          ds          yhat    yhat_lower    yhat_upper    y     cutoff
0 2024-01-01  18518.013295  17836.727444  19247.407689  0.0 2023-12-08
1 2024-02-01    -86.971458   -810.022921    619.717511  0.0 2023-12-08
2 2024-03-01    202.190394   -520.145557    892.750927  0.0 2023-12-08
3 2024-04-01   -545.382114  -1339.180803    218.608524  0.0 2023-12-08
4 2024-05-01     92.709151   -732.986100    881.800652  0.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 18:24:30,249] A new study created in memory with name: no-name-68a9c70b-6b98-417c-9794-fe10694fe19e
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.24it/s]100%|██████████| 2/2 [00:00<00:00,  2.50it/s]100%|██████████| 2/2 [00:00<00:00,  2.59it/s]
[I 2025-09-23 18:24:31,424] Trial 0 finished with value: 388.158992098489 and parameters: {'changepoint_prior_scale': 0.02172501152196423, 'seasonality_prior_scale': 0.03786327020850833, 'n_changepoints': 37}. Best is trial 0 with value: 388.158992098489.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.14it/s]100%|██████████| 2/2 [00:01<00:00,  1.97it/s]100%|██████████| 2/2 [00:01<00:00,  1.78it/s]
[I 2025-09-23 18:24:32,892] Trial 1 finished with value: 3367.5392873269416 and parameters: {'changepoint_prior_scale': 0.002406943107211991, 'seasonality_prior_scale': 7.865953002100496, 'n_changepoints': 39}. Best is trial 0 with value: 388.158992098489.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.11it/s]100%|██████████| 2/2 [00:00<00:00,  4.79it/s]100%|██████████| 2/2 [00:00<00:00,  4.83it/s]
[I 2025-09-23 18:24:33,604] Trial 2 finished with value: 457.16015074346706 and parameters: {'changepoint_prior_scale': 0.04549749072345243, 'seasonality_prior_scale': 0.010014250789415117, 'n_changepoints': 6}. Best is trial 0 with value: 388.158992098489.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.94it/s]100%|██████████| 2/2 [00:00<00:00,  3.99it/s]100%|██████████| 2/2 [00:00<00:00,  4.11it/s]
[PIPE] Rendimiento CREMA DESLACTOSADA 450ML-default-DISTRIBUIDORES:
  horizon           mse         rmse          mae  mdape  smape  coverage
0 24 days  2.158453e+06  1469.167542  1469.167542    inf    2.0       0.0
1 27 days  1.134677e+05   336.849720   336.849720    inf    2.0       0.0
2 55 days  7.076405e+04   266.015127   266.015127    inf    2.0       1.0
3 58 days  1.280998e+05   357.910386   357.910386    inf    2.0       0.0
4 84 days  2.310617e+04   152.007123   152.007123    inf    2.0       1.0
          ds         yhat   yhat_lower   yhat_upper    y     cutoff
0 2024-01-01  1469.167542  1198.294333  1759.381059  0.0 2023-12-08
1 2024-02-01  -266.015127  -533.270863    11.093499  0.0 2023-12-08
2 2024-03-01  -152.007123  -443.234742   123.692114  0.0 2023-12-08
3 2024-04-01  -105.534378  -381.671966   194.611606  0.0 2023-12-08
4 2024-05-01  -425.686157  -724.691304  -137.214632  0.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 18:24:34,503] A new study created in memory with name: no-name-f503c0eb-2711-4cfa-a710-5905ac0d91b2
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.07it/s]100%|██████████| 2/2 [00:00<00:00,  3.14it/s]100%|██████████| 2/2 [00:00<00:00,  3.25it/s]
[I 2025-09-23 18:24:35,610] Trial 0 finished with value: 1805.2558960313202 and parameters: {'changepoint_prior_scale': 0.07363503986464377, 'seasonality_prior_scale': 0.30784469731061054, 'n_changepoints': 36}. Best is trial 0 with value: 1805.2558960313202.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:20<00:20, 20.47s/it]100%|██████████| 2/2 [00:20<00:00,  8.55s/it]100%|██████████| 2/2 [00:20<00:00, 10.34s/it]
[I 2025-09-23 18:24:56,645] Trial 1 finished with value: 10218.935751798017 and parameters: {'changepoint_prior_scale': 0.10176555475728369, 'seasonality_prior_scale': 4.351184579964883, 'n_changepoints': 14}. Best is trial 0 with value: 1805.2558960313202.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.16it/s]100%|██████████| 2/2 [00:00<00:00,  4.27it/s]100%|██████████| 2/2 [00:00<00:00,  4.25it/s]
[I 2025-09-23 18:24:57,506] Trial 2 finished with value: 1762.0053189978523 and parameters: {'changepoint_prior_scale': 0.04222091424224663, 'seasonality_prior_scale': 0.2051990040153431, 'n_changepoints': 23}. Best is trial 2 with value: 1762.0053189978523.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.22it/s]100%|██████████| 2/2 [00:00<00:00,  4.29it/s]100%|██████████| 2/2 [00:00<00:00,  4.28it/s]
[PIPE] Rendimiento CREMA DESLACTOSADA 450ML-default-PROXIMIDAD:
  horizon           mse         rmse          mae  mdape  smape  coverage
0 24 days  2.850421e+06  1688.319063  1688.319063    inf    2.0       0.0
1 27 days  2.715998e+06  1648.028399  1648.028399    inf    2.0       0.0
2 55 days  6.135320e+05   783.282862   783.282862    inf    2.0       1.0
3 58 days  1.726886e+06  1314.110335  1314.110335    inf    2.0       1.0
4 84 days  8.951796e+05   946.139327   946.139327    inf    2.0       1.0
          ds         yhat   yhat_lower  yhat_upper    y     cutoff
0 2024-01-01 -1688.319063 -3182.766909 -340.114446  0.0 2023-12-08
1 2024-02-01  -783.282862 -2194.533754  725.364333  0.0 2023-12-08
2 2024-03-01  -946.139327 -2389.950499  393.819427  0.0 2023-12-08
3 2024-04-01 -1914.431909 -3404.965083 -478.786274  0.0 2023-12-08
4 2024-05-01 -1418.100064 -2770.784201  139.366403  0.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 18:24:58,423] A new study created in memory with name: no-name-996d575a-0047-46ef-93eb-af7bf055635d
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:02<00:02,  2.22s/it]100%|██████████| 2/2 [00:02<00:00,  1.07s/it]100%|██████████| 2/2 [00:02<00:00,  1.24s/it]
[I 2025-09-23 18:25:02,483] Trial 0 finished with value: 110.4873674797287 and parameters: {'changepoint_prior_scale': 0.0026870868552837015, 'seasonality_prior_scale': 0.8369001377991379, 'n_changepoints': 24}. Best is trial 0 with value: 110.4873674797287.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.88it/s]100%|██████████| 2/2 [00:00<00:00,  4.94it/s]100%|██████████| 2/2 [00:00<00:00,  4.93it/s]
[I 2025-09-23 18:25:03,137] Trial 1 finished with value: 70.7819716285098 and parameters: {'changepoint_prior_scale': 0.016647499323032968, 'seasonality_prior_scale': 0.03303872381250223, 'n_changepoints': 9}. Best is trial 1 with value: 70.7819716285098.
